1:-0.17900324 0.065350875 0.28262138 0.12193285 -0.0915238 0.423574 -0.032853317 -0.15605243 0.017596573 -0.3889201
968:-0.32464525 -0.048153285 -0.08121641 0.4724949 -0.10990463 0.3492656 0.14007352 -0.13774687 0.27832055 -0.28085285
520:-0.29600784 0.025335113 -0.10600947 -0.04291034 0.18101865 0.16418903 0.024634404 -0.38052782 0.07971354 -0.35328063
30:0.089175634 -0.08326947 0.31954128 0.12099281 -0.21612673 0.6090027 0.24953075 0.39027882 0.5599209 -0.5284673
446:-0.06471282 0.31401703 -0.030058369 0.18954983 -0.3447349 0.740655 0.24160065 0.048404474 0.15971471 -0.24175568
57:0.2218601 0.32117096 -0.26055968 -0.14983203 -0.11347437 0.35524783 0.13112818 0.0049737482 0.03286156 -0.5854402
384:0.22814308 -0.7709208 0.09716406 0.015224463 0.3142339 0.47575524 0.56522155 -0.40484834 -0.10650602 -0.3542177
141:-0.08591219 0.23575127 0.12326275 0.0032080514 0.10621906 0.32998356 0.0072450554 -0.11904769 0.2382005 -0.35340825
377:-0.110470794 0.11304678 -0.04881696 0.07035301 0.14027454 0.3558584 0.03546034 -0.28587988 0.14985068 -0.2373364
381:0.061013285 0.3363013 -0.08977095 -0.12544541 0.17445892 0.40653756 0.04359046 -0.30777475 0.097813234 -0.2304059
239:-0.41596013 0.03411379 0.009202607 -0.18156336 -0.23360379 0.15453963 -0.37061357 -0.41531476 -0.35596675 -0.64296126
5:-0.5514191 0.3094084 -0.01166756 -0.32072318 0.10169617 0.058789123 -0.18021847 -0.27137017 0.43046343 -0.36362717
380:-0.17239651 0.12425796 -0.061138786 0.10622389 0.23633128 0.33912367 -0.011398289 -0.246894 0.10540448 -0.25148377
333:-0.28063557 0.036287185 -0.19955546 -0.04128347 0.022186331 0.15530449 -0.024588928 -0.31519377 0.34243467 -0.32052845
589:-0.18064097 -0.11307872 -0.05543368 0.25325754 0.0850112 0.46059662 0.16593806 -0.22320905 0.1011508 -0.21541293
538:0.30093884 0.243371 -0.025714798 0.18431874 -0.21161053 0.5575912 0.07907553 0.0373765 0.20197463 -0.39894402
442:-0.17455064 -0.23713486 -0.008443553 0.025436878 0.24548532 0.44787487 0.012764901 -0.49757648 0.20805907 -0.028284043
581:-0.09250277 0.085841976 0.20639674 0.387846 -0.14617787 0.34634906 0.32008082 0.23673227 0.22820695 -0.66399515
233:0.17099863 0.14394024 -0.1719291 0.262587 -0.19887884 0.52711135 0.20397834 -0.06220483 0.20822704 -0.31213343
954:-0.19255354 0.38022318 0.087823376 0.46735793 0.0484315 0.4022454 0.16913575 -0.14562657 -0.056332164 -0.33267555
673:-0.42078096 -0.2869414 0.4245317 -0.18359447 0.06677073 0.17517367 -0.24173167 -0.19351676 0.111611255 -0.5859519
162:-0.034351364 0.15875158 -0.22772147 0.50333345 -0.24790692 0.5788446 0.24403995 0.078040354 0.034481276 -0.39865097
407:-0.07693764 -0.6977717 -0.18264182 0.41845804 -0.15461254 0.4333775 0.058416694 -0.33300698 0.27104828 -0.23832902
999:-0.019229544 -0.22764827 -0.09657182 0.16965091 0.18320122 0.33574736 0.15725923 0.22127993 0.49233606 -0.5225416
372:0.030717544 0.24569628 -0.20515016 -0.015881194 0.0155438 0.31136283 0.04815996 -0.100914456 0.26400727 -0.38690925
594:-0.27299199 0.34627542 -0.046082523 0.25908238 0.035252415 0.29916334 0.0998149 -0.32936364 -0.04673044 -0.28881687
